Hotel_Name,Review_ID,Author,Date,Classification,Quote_Text
 Riva Hotel, RI_P1_R17,Unknown Author,N/A,Positive,Location..... Clean... Good breakfast and good breakfast staff.
 Riva Hotel, RI_P1_R17,Unknown Author,N/A,Negative,Only the door cards need to be renewed daily.
 Riva Hotel, RI_P1_R18,Unknown Author,N/A,Positive,Location is very good. Bad size is too small for two persons though i ordered double room.
 Riva Hotel, RI_P1_R18,Unknown Author,N/A,Negative,Room size- should be a bit bigger.
 Riva Hotel, RI_P1_R19,Unknown Author,N/A,Positive,"Stuff very friendly, daily amenities,  coffee; water... and the last day they granted us a basket full of fruits plus water...location great and some view from the balcony you can see the bosphorus and the bridge.
The room was too big."
 Riva Hotel, RI_P1_R19,Unknown Author,N/A,Negative,Some place in the room has weak wifi
 Riva Hotel, RI_P1_R20,Unknown Author,N/A,Positive,"Location was excellent. Close to airport bus station, to Taksim square, to subway. Breakfast was good, staff were friendly and helpful"
 Riva Hotel, RI_P1_R20,Unknown Author,N/A,Negative,"Hotel is old a little bit, so the room was average. Will not prefer again"
 Riva Hotel, RI_P1_R21,Unknown Author,N/A,Positive,property is in good area! everything is near by
 Riva Hotel, RI_P1_R21,Unknown Author,N/A,Negative,AC wasn’t working! we had two AC’s but still it was hot 🥵
 Riva Hotel, RI_P1_R22,Unknown Author,N/A,Positive,"The staff were super helpful and available, they were really one of the best staff in our stay in Turkey. We stayed only one night as we were leaving next day but we could relax and keep our bags safe until our travel time."
 Riva Hotel, RI_P1_R22,Unknown Author,N/A,Negative,Maybe the elevators because they were a little small so with 3 people it was already crowded.
 Riva Hotel, RI_P1_R23,Unknown Author,N/A,Positive,"Nice hotel for a city break, at walking distance from the metro entrance. Mattresses are pretty hard but for some people that's a plus."
 Riva Hotel, RI_P1_R24,Unknown Author,N/A,Positive,Location best and near to city
 Riva Hotel, RI_P1_R24,Unknown Author,N/A,Negative,No temp control Air conditioning
